06/11/100/0001292/2013;K-NMK;2013-11-27;;200/RwZ/0000161;A13503-50011;szt;1,00;143.67;143.67;ROLKA ROZRZ•DU PROWADZ•CA
06/11/100/0000276/2017;N;2017-02-02;;200/RwZ/0000368;A08889-80150;szt;1,00;27.64;27.64;P£YN CH£ODN. ROZTW”R SLLC 1L
06/11/100/0000276/2017;N;2017-02-02;;200/RwZ/0000368;A87139-YZZ30;szt;1,00;51.45;51.45;FILTR PRZECIW PY£KOWY W GLOWY
06/11/100/0000276/2017;N;2017-02-02;;200/RwZ/0000368;A90080-43037;szt;1,00;3.93;3.93;USZCZELKA KORKA SPUSTOWEGO OLEJU
06/11/100/0000276/2017;N;2017-02-02;;200/RwZ/0000368;A90919-01247;szt;6,00;45.10;270.60;åWIECA ZAP£ONOWA
06/11/100/0000276/2017;N;2017-02-02;;200/RwZ/0000368;D4493;szt;0,10;119.18;11.92;SMAR DO HAMULC”W
06/11/100/0000276/2017;N;2017-02-02;;200/RwZ/0000368;H89010810-6;szt;1,00;6.95;6.95;ZMYWACZ DO HAMULC”W WURTH
06/11/100/0000276/2017;N;2017-02-02;;200/RwZ/0000368;IN.J12024;szt;0,10;32.84;3.28;SMAR DO T£OCZK”W NIEBIESKI
06/11/100/0000276/2017;N;2017-02-02;;200/RwZ/0000370;A04465-48190;szt;1,00;321.04;321.04;KLOCKI HAMULCOWE PRZ”D
06/11/100/0000280/2017;N;2017-02-03;;200/RwZ/0000388;A43550-30071;szt;1,00;1076.08;1076.08;PIASTA PRZ. Z £OØYSKIEM
06/11/100/0000319/2017;N;2017-02-08;;200/RwZ/0000432;A85214-68020;szt;1,00;42.94;42.94;GUMKA WYCIERACZKI zam-02220,52110,02340
06/11/100/0000344/2017;N;2017-02-10;;200/RwZ/0000476;A99132-YZZBA;szt;4,00;1.06;4.24;ØAR”WKA BEZCOKO£OWA W5W
06/11/100/0000350/2017;D-PMD;2017-02-10;;200/RwZ/0000524;HPLYN-ZIMA22;szt;0,50;13.43;6.72;P£YN SPRYSK. ZIMOWY 5L -22
06/11/100/0000354/2017;D-PMD;2017-02-13;;200/RwZ/0000490;IN.KK20;szt;0,10;72.92;7.29;KONC. P£YN. ZIMOWEGO  -70C
06/11/100/0000393/2017;N;2017-02-17;;200/RwZ/0000539;A04152-YZZA1;szt;1,00;22.04;22.04;FILTR OLEJU zam.31090
06/11/100/0000393/2017;N;2017-02-17;;200/RwZ/0000539;A08823-80111;szt;1,00;17.16;17.16;P£YN HAMULCOWY DOT-4 0,5L
06/11/100/0000393/2017;N;2017-02-17;;200/RwZ/0000539;A08880-82720;l;4,700;16.54;77.74;TGMO 5W30 PREMIUM C2 208
06/11/100/0000393/2017;N;2017-02-17;;200/RwZ/0000539;A08885-81060;szt;1,50;69.40;104.10;OLEJ DO MOSTU LT 75W85
06/11/100/0000393/2017;N;2017-02-17;;200/RwZ/0000539;A12157-10010;szt;2,00;3.33;6.66;USZCZELKA MOSTU
06/11/100/0000393/2017;N;2017-02-17;;200/RwZ/0000539;A87139-30100;szt;1,00;133.49;133.49;FILTR KLIMATYZACJI
06/11/100/0000393/2017;N;2017-02-17;;200/RwZ/0000539;A90080-43037;szt;1,00;3.93;3.93;USZCZELKA KORKA SPUSTOWEGO OLEJU
06/11/100/0000393/2017;N;2017-02-17;;200/RwZ/0000539;BA-3;szt;1,00;2.28;2.28;BATERIA CR2032
06/11/100/0000396/2017;G-VEC;2017-02-17;41477;200/RwZ/0000554;A16304-36011;szt;1,00;150.09;150.09;DYSZA
06/11/100/0000396/2017;G-VEC;2017-02-17;41477;200/RwZ/0000554;A96762-35040;szt;1,00;8.61;8.61;PIERSCIEN
06/11/100/0000396/2017;G-VEC;2017-02-17;41477;200/RwZ/0000556;A08889-80150;szt;1,00;27.64;27.64;P£YN CH£ODN. ROZTW”R SLLC 1L
06/11/100/0000396/2017;N;2017-02-17;;200/RwZ/0000554;A86134-53030;szt;1,00;209.06;209.06;SZYBKA
06/11/100/0000409/2017;D-PMD;2017-02-21;;200/RwZ/0000614;HPLYN-ZIMA22;szt;0,50;13.43;6.72;P£YN SPRYSK. ZIMOWY 5L -22
06/11/100/0000409/2017;D-PMD;2017-02-21;;200/RwZ/0000626;APZ49C-Z0350-AG;szt;1,00;252.12;252.12;DYWANIKI WELUROWE CZARNE
06/11/100/0000409/2017;N;2017-02-21;;200/RwZ/0000622;GCOBRA-AF394-P5;szt;1,00;387.84;387.84;Czujniki parkowania
06/11/100/0000412/2017;D-PMD;2017-02-21;;200/RwZ/0000575;HPLYN-ZIMA22;szt;0,50;13.43;6.72;P£YN SPRYSK. ZIMOWY 5L -22
06/11/100/0000418/2017;K-NMK;2017-02-22;;200/RwZ/0000590;A85214-30380;szt;1,00;43.48;43.48;GUMKA WYCIERACZKI
06/11/100/0000418/2017;K-NMK;2017-02-22;;200/RwZ/0000590;A85214-42050;szt;1,00;29.90;29.90;GUMKA WYCIERACZKI PRAWEJ
06/11/100/0000418/2017;K-NMK;2017-02-22;;200/RwZ/0000593;HPLYN-ZIMA22;szt;1,00;13.43;13.43;P£YN SPRYSK. ZIMOWY 5L -22
06/11/100/0000418/2017;K-PMK;2017-02-22;;200/RwZ/0000587;A04152-YZZA5;szt;1,00;23.20;23.20;FILTR OLEJU zam. 0R010
06/11/100/0000418/2017;K-PMK;2017-02-22;;200/RwZ/0000587;A08880-82720;l;9,400;16.54;155.48;TGMO 5W30 PREMIUM C2 208
06/11/100/0000418/2017;K-PMK;2017-02-22;;200/RwZ/0000587;A87139-YZZ30;szt;1,00;51.45;51.45;FILTR PRZECIW PY£KOWY W GLOWY
06/11/100/0000418/2017;K-PMK;2017-02-22;;200/RwZ/0000587;A90080-43037;szt;1,00;3.93;3.93;USZCZELKA KORKA SPUSTOWEGO OLEJU
06/11/100/0000418/2017;K-PMK;2017-02-22;;200/RwZ/0000587;BA-5;szt;1,00;4.43;4.43;BATERIA CR1632
06/11/100/0000418/2017;K-PMK;2017-02-22;;200/RwZ/0000587;H89010810-6;szt;1,00;6.95;6.95;ZMYWACZ DO HAMULC”W WURTH
06/11/100/0000418/2017;K-PMK;2017-02-22;;200/RwZ/0000587;IN.1322076;szt;0,10;24.47;2.45;SMAR DO T£OCZK”W NIEBIESKI
06/11/100/0000418/2017;K-PMK;2017-02-22;;200/RwZ/0000587;INRA2102;szt;0,10;82.04;8.20;SMAR DO HAMULC”W
06/11/100/0000418/2017;K-PMK;2017-02-22;;200/RwZ/0000588;A04465-0W110;szt;1,00;358.18;358.18;KLOCKI HAMULCOWE PRZ.-50260/0W130
06/11/100/0000418/2017;K-PMK;2017-02-22;;200/RwZ/0000588;A04466-0W020;szt;1,00;196.20;196.20;KLOCKI HAMULCOWE TY£ -50130 / 50170
06/11/100/0000418/2017;K-PMK;2017-02-22;;200/RwZ/0000588;A43512-50250;szt;1,00;241.82;241.82;TARCZA HAMULCOWA P. PRAWA
06/11/100/0000418/2017;K-PMK;2017-02-22;;200/RwZ/0000588;A43516-50010;szt;1,00;241.82;241.82;TARCZA HAMULCOWA P. LEWA
06/11/100/0000418/2017;K-PMK;2017-02-22;;200/RwZ/0000588;A90105-14180;szt;4,00;10.63;42.52;åRUBA
06/11/100/0000420/2017;K-NMK;2017-02-22;;200/RwZ/0000596;A04423-35020;szt;1,00;15.41;15.41;KOMPLET NAPRAWCZY
06/11/100/0000420/2017;K-NMK;2017-02-22;;;200/RwZ/0000596;A13503-50011;szt;1,00;149.83;149.83;ROLKA ROZRZADU
06/11/100/0000420/2017;K-NMK;2017-02-22;;;200/RwZ/0000596;A13505-50030;szt;1,00;147.76;147.76;ROLKA NAP.ROZRZ•DU
06/11/100/0000420/2017;K-NMK;2017-02-22;;;200/RwZ/0000596;A13540-50030;szt;1,00;164.09;164.09;NAPINACZ
06/11/100/0000420/2017;K-NMK;2017-02-22;;;200/RwZ/0000596;A13568-59095;szt;1,00;191.23;191.23;PASEK
06/11/100/0000420/2017;K-NMK;2017-02-22;;;200/RwZ/0000596;A16100-59276;szt;1,00;344.39;344.39;POMPA WODY
06/11/100/0000420/2017;K-PMK;2017-02-22;;;200/RwZ/0000589;A08823-80111;szt;1,00;17.16;17.16;P£YN HAMULCOWY DOT-4 0,5L
06/11/100/0000420/2017;K-PMK;2017-02-22;;;200/RwZ/0000589;A08880-82720;l;5,200;16.54;86.01;TGMO 5W30 PREMIUM C2 208
06/11/100/0000420/2017;K-PMK;2017-02-22;;;200/RwZ/0000589;A08885-81060;szt;1,50;69.40;104.10;OLEJ DO MOSTU LT 75W85
06/11/100/0000420/2017;K-PMK;2017-02-22;;;200/RwZ/0000589;A08889-80072;szt;1,00;108.97;108.97;P£YN CH£ODZ•CY - SLLC 5L
06/11/100/0000420/2017;K-PMK;2017-02-22;;;200/RwZ/0000589;A08889-80072;szt;1,00;108.97;108.97;P£YN CH£ODZ•CY - SLLC 5L
06/11/100/0000420/2017;K-PMK;2017-02-22;;;200/RwZ/0000589;A12157-10010;szt;2,00;3.33;6.66;USZCZELKA MOSTU
06/11/100/0000420/2017;K-PMK;2017-02-22;;;200/RwZ/0000589;A87139-YZZ16;szt;1,00;39.61;39.61;FILTR PRZECIWPY£KOWY zam.YZZ08
06/11/100/0000420/2017;K-PMK;2017-02-22;;;200/RwZ/0000589;A90080-43037;szt;1,00;3.93;3.93;USZCZELKA KORKA SPUSTOWEGO OLEJU
06/11/100/0000420/2017;K-PMK;2017-02-22;;;200/RwZ/0000589;A90915-YZZJ4;szt;1,00;30.74;30.74;FILTR OLEJU zam. 2004
06/11/100/0000420/2017;K-PMK;2017-02-22;;;200/RwZ/0000589;A96711-19007;szt;1,00;6.51;6.51;USZCZELKA
06/11/100/0000420/2017;K-PMK;2017-02-22;;;200/RwZ/0000589;H89010810-6;szt;1,00;6.95;6.95;ZMYWACZ DO HAMULC”W WURTH
06/11/100/0000420/2017;K-PMK;2017-02-22;;;200/RwZ/0000589;IN.1322076;szt;0,10;24.47;2.45;SMAR DO T£OCZK”W NIEBIESKI
06/11/100/0000420/2017;K-PMK;2017-02-22;;;200/RwZ/0000589;INRA2102;szt;0,10;82.04;8.20;SMAR DO HAMULC”W
06/11/100/0000420/2017;K-PMK;2017-02-22;;;200/RwZ/0000596;A42607-30040;szt;1,00;288.73;288.73;ZAW”R CIåNIENIA W KOLE
06/11/100/0000421/2017;K-PMK;2017-02-22;;;200/RwZ/0000592;A90080-43037;szt;1,00;3.93;3.93;USZCZELKA KORKA SPUSTOWEGO OLEJU
06/11/100/0000421/2017;K-PMK;2017-02-22;;;200/RwZ/0000592;H89010810-6;szt;1,00;6.95;6.95;ZMYWACZ DO HAMULC”W WURTH
06/11/100/0000421/2017;K-PMK;2017-02-22;;;200/RwZ/0000592;INFD1083;szt;0,10;57.01;5.70;SMAR DO T£OCZK”W NIEBIESKI
06/11/100/0000421/2017;K-PMK;2017-02-22;;;200/RwZ/0000592;INRA2102;szt;0,10;82.04;8.20;SMAR DO HAMULC”W
06/11/100/0000425/2017;D-NMU;2017-02-23;;;200/RwZ/0000603;A99132-YZZBA;szt;2,00;1.06;2.12;ØAR”WKA BEZCOKO£OWA W5W
06/11/100/0000425/2017;D-NMU;2017-02-23;;;200/RwZ/0000604;A08880-83388;szt;1,00;37.25;37.25;OLEJ C2 5W30 1L
06/11/100/0000426/2017;D-DUK;2017-02-23;;;200/RwZ/0000608;APW650-00028;szt;1,00;2761.79;2761.79;LEXUS NAVIGATION KIT
06/11/100/0000426/2017;D-DUK;2017-02-23;;;200/RwZ/0000629;APZ49C-Z0350-AG;szt;1,00;252.12;252.12;DYWANIKI WELUROWE CZARNE
06/11/100/0000426/2017;K-NMK;2017-02-23;;;200/RwZ/0000617;BBR205551691HLM001;szt;4,00;272.19;1088.76;OPONA ZIMOWA BRIDGESTONE LM001E,B,72dB
06/11/100/0000430/2017;N;2017-02-24;;;200/RwZ/0000610;HPLYN-ZIMA22;szt;0,50;13.43;6.72;P£YN SPRYSK. ZIMOWY 5L -22
06/11/100/0000432/2017;G-VEC;2017-02-24;;41637;200/RwZ/0000607;A86134-53030;szt;1,00;209.06;209.06;OSèONA WYåWIETLACZA
06/11/100/0000439/2017;D-DNS;2017-02-27;;;200/RwZ/0000631;APZ434-X2306-PJ;szt;1,00;190.67;190.67;MATA BAGAØNIA
06/11/100/0000439/2017;D-DNS;2017-02-27;;;200/RwZ/0000631;APZ49K-X2352-RJ;szt;1,00;205.05;205.05;DYWANIKI GUMOWE
06/11/100/0000439/2017;D-PMD;2017-02-27;;;200/RwZ/0000630;HPLYN-ZIMA22;szt;0,50;13.43;6.72;P£YN SPRYSK. ZIMOWY 5L -22
06/11/100/0000440/2017;D-PMD;2017-02-27;;;200/RwZ/0000635;HPLYN-ZIMA22;szt;0,50;13.43;6.72;P£YN SPRYSK. ZIMOWY 5L -22
06/11/100/0000441/2017;G-WSV;2017-02-27;;41783;200/RwZ/0000616;A04004-85447;szt;1,00;331.35;331.35;ZESTAW NAPRAWCZY
06/11/100/0000441/2017;G-WSV;2017-02-27;;41783;200/RwZ/0000616;A04004-85552;szt;1,00;22.22;22.22;ZESTAW NAPRAWCZY
06/11/100/0000441/2017;G-WSV;2017-02-27;;41784;200/RwZ/0000616;A04006-33176;szt;1,00;38.11;38.11;ZESTAW NAPRAWCZY
06/11/100/0000446/2017;K-PMK;2017-02-28;;;200/RwZ/0000639;A04152-YZZA1;szt;1,00;22.04;22.04;FILTR OLEJU zam.31090
06/11/100/0000446/2017;K-PMK;2017-02-28;;;200/RwZ/0000639;A08880-82720;l;4,700;16.54;77.74;TGMO 5W30 PREMIUM C2 208
06/11/100/0000446/2017;K-PMK;2017-02-28;;;200/RwZ/0000639;A87139-YZZ16;szt;1,00;39.61;39.61;FILTR PRZECIWPY£KOWY zam.YZZ08
06/11/100/0000446/2017;K-PMK;2017-02-28;;;200/RwZ/0000639;A90080-43037;szt;1,00;3.93;3.93;USZCZELKA KORKA SPUSTOWEGO OLEJU
06/11/100/0000446/2017;K-PMK;2017-02-28;;;200/RwZ/0000640;A08823-80111;szt;1,00;17.16;17.16;P£YN HAMULCOWY DOT-4 0,5L
06/11/100/0000446/2017;K-PMK;2017-02-28;;;200/RwZ/0000641;A12157-10010;szt;4,00;3.33;13.32;USZCZELKA MOSTU
06/11/100/0000446/2017;K-PMK;2017-02-28;;;200/RwZ/0000645;A08885-81110;l;1,050;38.98;40.93;OLEJ PRZEK£ADNIOWY Beczka TGMO LT75W85
06/11/100/0000447/2017;G-WSV;2017-02-28;;41775;200/RwZ/0000644;A04004-85447;szt;1,00;331.35;331.35;ZESTAW NAPRAWCZY
06/11/100/0000447/2017;G-WSV;2017-02-28;;41775;200/RwZ/0000644;A04004-85552;szt;1,00;22.22;22.22;ZESTAW NAPRAWCZY
06/11/100/0000451/2017;N;2017-02-28;;;201/RwZ/0000046;A67004-48130;szt;1,00;2129.34;2129.34;DRZWI TY£ L
06/11/100/0000452/2017;G-WSV;2017-02-28;;41786;200/RwZ/0000650;A04002-64153;szt;1,00;1.95;1.95;ZESTAW NAPRAWCZY
